stage,stage_group,dataset,alpha,num_clients,seed,method,round,train_loss,test_accuracy,CR,CA,DI,N_eff,cos_delta_corrected_vs_base,rel_delta_change,corrected_delta_norm,base_delta_norm,graph_density,mean_degree,max_degree,min_degree,connected_components,positive_edge_count,negative_edge_count,signed_edge_ratio,graph_source,graph_mode,graph_preset,operator_type,lambda,clip_threshold,cap_threshold,client_contribution_weights,max_contribution,contribution_entropy,top1_client_id_by_contribution,top3_contribution_mass,status,result_path
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,4,0.3732541455833396,0.6761,0.2631578947368421,0.4289946603633261,0.15586867030727228,11.234069963785009,0.9999580183583839,0.011488294917392648,0.7522595707317845,0.7575408310326004,0.14210526315789473,1.3656108561028129,2.886384514772959,0.823413031670493,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15586867030727228,2.5702333649263234,11,0.37577746163324227,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,5,0.3639580214773432,0.7058,0.3368421052631579,0.5206638132996522,0.1459645889543231,11.621213307068526,0.9999306218789653,0.01385646743996606,0.5074851258819679,0.5112513387777025,0.1368421052631579,1.284423786805309,2.384464714052739,0.6011884603119132,1.0,26.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1459645889543231,2.59853071300769,11,0.37378885754306806,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,6,0.3415873144747861,0.6871,0.35789473684210527,0.5503199383923938,0.1443038143055031,11.555988058606946,0.9998518472773615,0.021039214549331296,0.44766646629217216,0.4532166918993972,0.15263157894736842,1.5353766965325726,3.23526106964769,0.6853370281674321,1.0,29.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1443038143055031,2.5956311775028063,11,0.3722114357206582,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,7,0.30242710898823943,0.7027,0.3105263157894737,0.5464414214981091,0.14886479580587,11.364756217441336,0.9999209252750029,0.018521877278897998,0.4582229289990401,0.4645771761524292,0.14736842105263157,1.5074533270449992,2.5871252437227517,0.8282174641776695,1.0,28.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14886479580587,2.5843104639217067,11,0.3738165208848434,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,8,0.26999134561622107,0.747,0.3736842105263158,0.5652476128316681,0.15549812462443124,11.210088593290097,0.9996584223817877,0.028452558609550805,0.41419655723731547,0.4190530568418642,0.14210526315789473,1.5040695778856645,3.2497099981511703,0.805790420945379,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15549812462443124,2.5812880346533738,11,0.38581840643031,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,9,0.24238216686200126,0.7709,0.45263157894736844,0.593934849127502,0.16723189043032666,10.931797249817508,0.9998668192902275,0.020018743186979694,0.3509306356176207,0.35509467414239315,0.1368421052631579,1.4159044613134162,2.4814865513023596,0.6747367830429113,1.0,26.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16723189043032666,2.57220600549322,11,0.38756733673049126,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,10,0.23414519582874935,0.7396,0.4842105263157895,0.623785878211376,0.1668894207643463,10.947241914966574,0.9996375447756779,0.031359257379523074,0.317720224239261,0.3230322456835829,0.13157894736842105,1.3480925558666383,2.5147161828560485,0.8482670544166249,1.0,25.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1668894207643463,2.576111158108022,11,0.39978841591219044,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,11,0.233879930513497,0.8138,0.4368421052631579,0.6078299616698214,0.15250000247740736,10.909462415480938,0.9995653918479441,0.031393726677992895,0.3494861013725403,0.3534553755388221,0.15263157894736842,1.6816059537256556,3.509576384464139,0.8339105309146864,1.0,29.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15250000247740736,2.5680822905357275,11,0.408472542273015,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,12,0.2184041925521024,0.8239,0.5157894736842106,0.6896186478204641,0.1410282039086442,11.556182375594384,0.9997405016890955,0.030416605408243282,0.24534713788935142,0.2504602616748227,0.14210526315789473,1.5201768936111322,3.7179074945270245,0.7482571537735858,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1410282039086442,2.5936594475696007,11,0.36788740756712934,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,13,0.21498207629380475,0.7996,0.5210526315789473,0.6855434211210852,0.14715057810577428,11.643177679464541,0.9998297997454192,0.02132117861839103,0.24115880797601982,0.24380596286380432,0.14210526315789473,1.5092464457993935,2.988453957390088,0.7473423685355962,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14715057810577428,2.6020828606787156,11,0.3648386544768328,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,14,0.2129479317998521,0.7808,0.531578947368421,0.6839985973755472,0.16319960513656487,11.456448962092681,0.999761389936886,0.02437907925352782,0.24432173552561107,0.24705500696357768,0.15263157894736842,1.640842638025266,3.1260368470429083,0.7097956554928265,1.0,29.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16319960513656487,2.6023880832168684,11,0.3697845711812167,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,15,0.20438189497597428,0.8196,0.5263157894736842,0.701436160375553,0.16193441109029352,11.246205543066907,0.9994764494410228,0.03274396270994482,0.23252836031429924,0.23382784627869793,0.14736842105263157,1.593963447534792,2.7907159268542117,0.7798187451973214,1.0,28.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16193441109029352,2.5948122040604096,11,0.39541317858786096,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,16,0.19455600139086898,0.8396,0.5105263157894737,0.7259130769382025,0.14707665162199318,11.328675418091139,0.9994846970782642,0.03550345411983232,0.20071732942610868,0.20391598887012333,0.1368421052631579,1.4778941961345178,3.2305164008047127,0.7553649563116852,1.0,26.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14707665162199318,2.591642525036322,11,0.3895969690253165,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,17,0.1923873085748679,0.8373,0.5157894736842106,0.7039246623368401,0.15063292213528023,11.395179596829035,0.9997811491008716,0.030339011177783676,0.21124190770047327,0.21603609447407243,0.14210526315789473,1.484650704032687,3.6067194395651923,0.7331303374247481,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15063292213528023,2.592052994499269,11,0.3701004365767745,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,18,0.18974482293527933,0.8319,0.5210526315789473,0.7314529764943244,0.16339535278164216,11.374049989630036,0.9993695942572074,0.038489931206958865,0.1880566687735077,0.19101715168385738,0.14210526315789473,1.5246425132502606,2.9323695008588855,0.5859153635757788,1.0,27.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16339535278164216,2.5998694720506976,11,0.37020973721136186,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,19,0.18230971440298568,0.8337,0.531578947368421,0.7598831913079841,0.15928039164359284,11.53813682827877,0.999327959281148,0.03768125588249288,0.16687624378666213,0.16846044780040634,0.15263157894736842,1.6391060743423183,3.39219234670847,0.712259738108447,1.0,29.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15928039164359284,2.6052352578883093,11,0.3646435322633831,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,signed_conflict_graph_correction,20,0.172558399138562,0.8403,0.5578947368421052,0.753662385765772,0.14257510250691469,11.728525641516915,0.9992951041801684,0.040058364178205845,0.16985825957699388,0.1723893941608295,0.15263157894736842,1.6522589983981113,3.042856497460077,0.7214732572333813,1.0,29.0,0.0,0.0,update_delta,signed_abs_knn,signed_conflict_knn,signed_conflict_attenuation,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14257510250691469,2.6063239884300313,11,0.36506965210235603,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_signed_conflict_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,1,1.2673162268786942,0.3634,0.18947368421052632,0.44800258991163655,0.1577891532177286,10.516726666293314,0.9998646579935186,0.029808379877531318,1.0876392680400255,1.1155187702345126,0.2736842105263158,1.8872628303554506,2.8148728142071517,1.0743470804882147,1.0,52.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1577891532177286,2.499678534893995,11,0.40146876649104396,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,2,0.6505583669538246,0.5994,0.28421052631578947,0.48996765816668286,0.15040845321123816,11.009685157810337,0.9998448470315986,0.028578234905904474,0.8299051560112768,0.8491461572176269,0.2578947368421053,1.8277202525154561,2.6328496160955512,1.1266735834733868,1.0,49.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15040845321123816,2.5652572789805452,11,0.4065955820982601,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,3,0.45363811952751226,0.6889,0.25263157894736843,0.5105178394313146,0.1390328813473338,11.276966265544992,0.9998316021200189,0.023163520825420683,0.6803975460178683,0.6902703441051138,0.2578947368421053,1.6888435078483588,2.4160233002001674,1.105009503569669,1.0,49.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1390328813473338,2.5841425043542032,11,0.3881819358022413,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,4,0.3671476580690244,0.6543,0.2736842105263158,0.42881305652399493,0.1481543760485541,11.439595038466063,0.9999300439635722,0.019494522278024617,0.7350106970104521,0.7466328280577244,0.24736842105263157,1.5470439615409588,2.027637750941028,0.9447428021558582,1.0,47.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1481543760485541,2.579801531320419,11,0.3693330987965804,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,5,0.3626794901272885,0.7426,0.29473684210526313,0.5102588356783309,0.13656986712623367,11.637847209615424,0.9999096537152806,0.02201117713881201,0.5210755166593445,0.5303677837370855,0.23684210526315788,1.509511267852108,2.061645386939372,0.8453936576496758,1.0,45.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.13656986712623367,2.5946918136480024,11,0.3679617664883924,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,6,0.3384803860975334,0.662,0.33157894736842103,0.5394384813372968,0.1444462503731213,11.585100732611599,0.9998554122365264,0.024790224339280086,0.45297545439972864,0.46136465632807927,0.23684210526315788,1.5828376181102257,2.1985099812007167,0.8590831829620925,1.0,45.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1444462503731213,2.594906388478911,11,0.3693725522960994,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,7,0.30940171013556167,0.6879,0.3157894736842105,0.5475471090030415,0.14683876006639673,11.391361845542022,0.9998607334089369,0.027184151595260733,0.45396013547054,0.46398105870578943,0.24736842105263157,1.7256632571708608,2.68854158779541,0.9664658246685838,1.0,47.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14683876006639673,2.588332608123171,11,0.38153405693654174,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,8,0.2768007902238125,0.7467,0.34210526315789475,0.5461232846826471,0.14349545524864685,11.337609760781604,0.9998421447791894,0.030650009673772363,0.441725624489637,0.4531135432284293,0.24736842105263157,1.8093226630563017,2.840194112739124,1.0810529023277848,1.0,47.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14349545524864685,2.5869232699936497,11,0.3902477449551006,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,9,0.24266416736075724,0.7671,0.4421052631578947,0.5817880785144895,0.15799667629170602,11.108841429858611,0.9995891597588735,0.03522098133309356,0.3601506627997102,0.3678311510654983,0.24736842105263157,1.8188573856256447,2.659585721473761,1.0054365039906603,1.0,47.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15799667629170602,2.579000191401965,11,0.38449726109632304,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,ema_update_graph_correction,10,0.23528259309714095,0.7339,0.4789473684210526,0.6275081037434656,0.16275312526426056,11.012797198601518,0.9995765058785319,0.040052616190873656,0.31222420787592875,0.32119996526646677,0.24736842105263157,1.8364839833827524,2.7070222842723504,1.0507865693961937,1.0,47.0,0.0,0.0,client_ema_update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16275312526426056,2.5795349131440912,11,0.40449530759444285,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_ema_update_graph_correction_dfashionmnist_a0p1_n20_r20_s42_opna.json
